title_norm,film,Released_Year,Runtime,IMDB_Rating,No_of_Votes,Gross,Overview,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
who framed roger rabbit,Who Framed Roger Rabbit,1988.0,104,7.7,182009,156452370,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
withnail i,Withnail & I,1987.0,107,7.7,40396,1544889,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the last emperor,The Last Emperor,1987.0,163,7.7,94326,43984230,The story of the final Emperor of China.,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
empire of the sun,Empire of the Sun,1987.0,153,7.7,115677,22238696,A young English boy struggles to survive under Japanese occupation during World War II.,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
der name der rose,Der Name der Rose,1986.0,130,7.7,102031,7153487,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
blue velvet,Blue Velvet,1986.0,120,7.7,181285,8551228,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
the purple rose of cairo,The Purple Rose of Cairo,1985.0,82,7.7,47102,10631333,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
after hours,After Hours,1985.0,97,7.7,59635,10600000,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the verdict,The Verdict,1982.0,129,7.7,36096,54000000,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
star trek ii the wrath of khan,Star Trek II: The Wrath of Khan,1982.0,113,7.7,112704,78912963,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
first blood,First Blood,1982.0,93,7.7,226541,47212904,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ordinary people,Ordinary People,1980.0,124,7.7,47099,54800000,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
airplane,Airplane!,1980.0,88,7.7,214882,83400000,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
halloween,Halloween,1978.0,91,7.7,233106,47000000,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
le locataire,Le locataire,1976.0,126,7.7,39889,1924733,A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
blazing saddles,Blazing Saddles,1974.0,93,7.7,125993,119500000,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
serpico,Serpico,1973.0,130,7.7,109941,29800000,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
enter the dragon,Enter the Dragon,1973.0,102,7.7,96561,25000000,A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
deliverance,Deliverance,1972.0,109,7.7,98740,7056013,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the french connection,The French Connection,1971.0,104,7.7,110075,15630710,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dirty harry,Dirty Harry,1971.0,102,7.7,143292,35900000,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the odd couple,The Odd Couple,1968.0,105,7.7,31572,44527234,"Two friends try sharing an apartment, but their ideas of housekeeping and lifestyles are as different as night and day.",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
a man for all seasons,A Man for All Seasons,1966.0,120,7.7,31222,28350000,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
goldfinger,Goldfinger,1964.0,110,7.7,174119,51081062,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the birds,The Birds,1963.0,119,7.7,171739,11403529,A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
the magnificent seven,The Magnificent Seven,1960.0,128,7.7,87719,4905000,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
the african queen,The African Queen,1951.0,105,7.7,71481,536118,"In WWI Africa, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
fantasia,Fantasia,1940.0,125,7.7,88662,76408097,A collection of animated interpretations of great works of Western classical music.,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
searching,Searching,2018.0,102,7.6,140840,26020957,"After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
once upon a time in hollywood,Once Upon a Time... in Hollywood,2019.0,161,7.6,551309,142502728,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nelyubov,Nelyubov,2017.0,127,7.6,29765,566356,A couple going through a divorce must team up to find their son who has disappeared during one of their bitter arguments.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the florida project,The Florida Project,2017.0,111,7.6,95181,5904366,"Set over one summer, the film follows precocious six-year-old Moonee as she courts mischief and adventure with her ragtag playmates and bonds with her rebellious but caring mother, all while living in the shadows of Walt Disney World.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
gifted,Gifted,2017.0,101,7.6,99643,24801212,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the peanut butter falcon,The Peanut Butter Falcon,2019.0,97,7.6,66346,13122642,Zak runs away from his care home to make his dream of becoming a wrestler come true.,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mustang,Mustang,2015.0,97,7.6,35785,845464,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
guardians of the galaxy vol 2,Guardians of the Galaxy Vol. 2,2017.0,136,7.6,569974,389813101,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
baby driver,Baby Driver,2017.0,113,7.6,439406,107825862,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
only the brave,Only the Brave,2017.0,134,7.6,58371,18340051,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bridge of spies,Bridge of Spies,2015.0,142,7.6,287659,72313754,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
incredibles 2,Incredibles 2,2018.0,118,7.6,250057,608581744,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
moana,Moana,2016.0,107,7.6,272784,248757044,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
sicario,Sicario,2015.0,121,7.6,371291,46889293,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
creed,Creed,2015.0,133,7.6,247666,109767581,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
leviafan,Leviafan,2014.0,140,7.6,49397,1092800,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
hell or high water,Hell or High Water,2016.0,102,7.6,204175,26862450,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
philomena,Philomena,2013.0,98,7.6,94212,37707719,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dawn of the planet of the apes,Dawn of the Planet of the Apes,2014.0,130,7.6,411599,208545589,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
serbuan maut,Serbuan maut,2011.0,101,7.6,190531,4105123,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
end of watch,End of Watch,2012.0,109,7.6,228132,41003371,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
kari gurashi no arietti,Kari-gurashi no Arietti,2010.0,94,7.6,80939,19202743,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter, Arrietty, is discovered.",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
a star is born,A Star Is Born,2018.0,136,7.6,334312,215288866,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
true grit,True Grit,2010.0,110,7.6,311822,171243005,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
haevnen,Hævnen,2010.0,118,7.6,38491,1008098,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
despicable me,Despicable Me,2010.0,95,7.6,500851,251513985,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50 50,50/50,2011.0,100,7.6,315426,35014192,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
kick ass,Kick-Ass,2010.0,117,7.6,524081,48071303,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so.",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
moneyball,Moneyball,2011.0,133,7.6,369529,75605492,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
la piel que habito,La piel que habito,2011.0,120,7.6,138959,3185812,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
zombieland,Zombieland,2009.0,88,7.6,520041,75590286,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
sherlock holmes,Sherlock Holmes,2009.0,128,7.6,583158,209028679,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
the blind side,The Blind Side,2009.0,129,7.6,293266,255959475,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
the visitor,The Visitor,2007.0,104,7.6,41544,9422422,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
seven pounds,Seven Pounds,2008.0,123,7.6,286770,69951824,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
eastern promises,Eastern Promises,2007.0,100,7.6,227760,17114882,A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
stardust,Stardust,2007.0,127,7.6,255036,38634938,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
inside man,Inside Man,2006.0,129,7.6,339757,88513495,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
gone baby gone,Gone Baby Gone,2007.0,114,7.6,250590,20300218,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
la vie en rose,La Vie En Rose,2007.0,140,7.6,82781,10301706,"Biopic of the iconic French singer Édith Piaf. Raised by her grandmother in a brothel, she was discovered while singing on a street corner at the age of 19. Despite her success, Piaf's life was filled with tragedy.",False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
huo yuan jia,Huo Yuan Jia,2006.0,104,7.6,72863,24633730,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation.",True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the illusionist,The Illusionist,2006.0,110,7.6,354728,39868642,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
harry potter and the half blood prince,Harry Potter and the Half-Blood Prince,2009.0,153,7.6,474827,301959197,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
300,300,2006.0,117,7.6,732876,210614939,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
match point,Match Point,2005.0,124,7.6,206294,23089926,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
watchmen,Watchmen,2009.0,162,7.6,500799,107509799,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
lord of war,Lord of War,2005.0,122,7.6,294140,24149632,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
saw,Saw,2004.0,103,7.6,379020,56000369,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
synecdoche new york,"Synecdoche, New York",2008.0,124,7.6,83158,3081925,"A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
mysterious skin,Mysterious Skin,2004.0,105,7.6,65939,697181,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
jeux d enfants,Jeux d'enfants,2003.0,93,7.6,67360,548707,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
un long dimanche de fiancailles,Un long dimanche de fiançailles,2004.0,133,7.6,70925,6167817,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
the station agent,The Station Agent,2003.0,89,7.6,67370,5739376,"When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21 grams,21 Grams,2003.0,124,7.6,224545,16290476,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
boksuneun naui geot,Boksuneun naui geot,2002.0,129,7.6,62659,45289,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
finding neverland,Finding Neverland,2004.0,106,7.6,198677,51680613,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25th hour,25th Hour,2002.0,135,7.6,169708,13060843,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
the butterfly effect,The Butterfly Effect,2004.0,113,7.6,451479,57938693,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
28 days later,28 Days Later...,2002.0,113,7.6,376853,45064915,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
the royal tenenbaums,The Royal Tenenbaums,2001.0,110,7.6,266842,52364010,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
y tu mama tambien,Y tu mamá también,2001.0,106,7.6,115827,13622333,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
harry potter and the sorcerer s stone,Harry Potter and the Sorcerer's Stone,2001.0,152,7.6,658185,317575550,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
the others,The Others,2001.0,101,7.6,337651,96522687,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
blow,Blow,2001.0,124,7.6,240714,52990775,"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
enemy at the gates,Enemy at the Gates,2001.0,131,7.6,243729,51401758,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
minority report,Minority Report,2002.0,145,7.6,508417,132072926,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
the hurricane,The Hurricane,1999.0,146,7.6,91557,50668906,"The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
american psycho,American Psycho,2000.0,101,7.6,490062,15070285,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
lola rennt,Lola rennt,1998.0,81,7.6,188317,7267585,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
the thin red line,The Thin Red Line,1998.0,170,7.6,172710,36400491,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
mulan,Mulan,1998.0,88,7.6,256906,120620254,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
fear and loathing in las vegas,Fear and Loathing in Las Vegas,1998.0,118,7.6,259753,10680275,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dark city,Dark City,1998.0,100,7.6,187927,14378331,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
sleepers,Sleepers,1996.0,147,7.6,186734,49100000,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
lost highway,Lost Highway,1997.0,134,7.6,131101,3796699,"Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
sense and sensibility,Sense and Sensibility,1995.0,136,7.6,102598,43182776,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
die hard with a vengeance,Die Hard: With a Vengeance,1995.0,128,7.6,364420,100012499,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
dead man,Dead Man,1995.0,121,7.6,90442,1037847,"On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world.",False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
the bridges of madison county,The Bridges of Madison County,1995.0,135,7.6,73172,71516617,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
apollo 13,Apollo 13,,140,7.6,269197,173837933,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
trois couleurs blanc,Trois couleurs: Blanc,1994.0,92,7.6,64390,1464625,"After his wife divorces him, a Polish immigrant plots to get even with her.",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
falling down,Falling Down,1993.0,113,7.6,171640,40903593,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
dazed and confused,Dazed and Confused,1993.0,102,7.6,165465,7993039,The adventures of high school and junior high students on the last day of school in May 1976.,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
