budget,keywords,original_title,popularity,production_companies,production_countries,release_date,revenue,spoken_languages,status,tagline,title,vote_average,vote_count
11000000,"based on novel, theatre group, north carolina, theatre milieu, high school, cancer, coming of age, tragic love, teenager, star crossed lovers",A Walk to Remember,33.283554,"DiNovi Pictures, Pandora Pictures, Gaylord Films, Warner Bros.","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-01-25,41227069,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She didn't belong. She was misunderstood. And she would change him forever.,A Walk to Remember,7.5,1018
11000000,aftercreditsstinger,Saw VI,31.900899,"Lionsgate, Twisted Pictures","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-22,68233629,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Game Has Come Full Circle,Saw VI,6.0,722
11000000,woman director,The Secret Life of Bees,7.645979,"Fox Searchlight Pictures, Donners' Company, Dune Entertainment III, Overbrook Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-09-17,38105395,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Bring Your Girlfriends, Sisters, Mothers and Daughters.",The Secret Life of Bees,7.4,158
11000000,"love triangle, based on novel, homesickness, vororte, ship, community, marriage, working class, boarding house, ireland, brooklyn new york city, journey, dual life, irish immigrant, 1950s",Brooklyn,39.337949,"Wildgaze Films, Irish Film Board, Item 7, Parallel Film Productions","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",2015-10-20,62076141,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Two countries, two loves, one heart",Brooklyn,7.2,1213
11000000,"nazis, based on true story, art, stolen painting",Woman in Gold,21.204929,"BBC Films, Origin Pictures","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-10,61619773,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Justice is priceless.,Woman in Gold,7.3,440
0,"waitress, riot, gang war, nightmare, prayer, revenge, gang, brighton, violence, record",Brighton Rock,3.122152,"BBC Films, StudioCanal, UK Film Council","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2010-09-13,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love. Murder. Revenge.,Brighton Rock,5.6,35
0,"small town, fishing, male friendship, australia, marriage crisis, marriage, friendship, murder, australian aborigine, aboriginal, aborigine",Jindabyne,8.950864,"Australian Film Finance Corporation (AFFC), The New South Wales Film and Television Office, RGM Films, April Films, Red Chair Films, Babcock & Brown, The Australian Film Finance Corporation","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2006-07-20,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Under the surface of every life lies a mystery,Jindabyne,5.7,25
0,"loss of child, solar eclipse, haunted house, family, psychopathy",Darkness,6.340135,"Vía Digital, Filmax Entertainment, Dimension Films, Castelao Producciones","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-02,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A house. A past. A secret. Will you dare enter?,Darkness,5.6,112
10500000,"farewell, homesickness, nasa, extraterrestrial technology, operation, space marine, loss of father, hiding place, riding a bicycle, flying saucer, prosecution, halloween, flowerpot, finger, single",E.T. the Extra-Terrestrial,56.105798,"Universal Pictures, Amblin Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-04-03,792910554,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He is afraid. He is alone. He is three million light years from home.,E.T. the Extra-Terrestrial,7.3,3269
10000000,"infidelity, party, love, cancer, neighbor, writer, teenager, illness, flashback, actress",In the Land of Women,12.792446,"Castle Rock Entertainment, Land Films Inc., Anonymous Content","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-04-16,17500000,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Get ready to fall,In the Land of Women,5.8,160
0,,Housefull,0.12082,,"[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2010-04-30,0,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,"He found the girl of his dreams, he fell in love and he got married... to all three.",Housefull,5.2,29
12000000,duringcreditsstinger,For Greater Glory - The True Story of Cristiada,5.759545,Dos Corazones,"[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",2012-06-01,9622846,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The True Story of Cristiada,For Greater Glory - The True Story of Cristiada,6.4,35
10000000,"baseball, boston, professor, m.i.t., harvard university, ambition, mathematics, genius, love, friends, janitor, irish, psychologist, university, courtroom, flashback, prodigy",Good Will Hunting,43.734886,"Miramax Films, Lawrence Bender Productions, Be Gentlemen Limited Partnership","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-12-05,225933435,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Some people can never believe in themselves, until someone believes in them.",Good Will Hunting,7.9,2811
28000000,"cheerleader, sport, high school, teenage girl, cheerleading, cheering crowd, duringcreditsstinger",Bring It On,14.754281,Beacon Communications,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-08-25,90449929,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,May the best moves win.,Bring It On,5.8,568
10000000,"dystopia, sequel, legalized murder",The Purge: Election Year,53.727146,"Universal Pictures, Why Not Productions, Platinum Dunes, Blumhouse Productions","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-29,118587880,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Keep America great,The Purge: Election Year,6.1,1306
10000000,"ice, victim, pain, games, psychopath, blood, electric chair, doctor, torture, violence, police officer, fbi agent, female corpse",Saw IV,29.244768,"Lions Gate Films, Twisted Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-10-25,139352633,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You think it is over...but the games have just begun,Saw IV,5.9,903
10000000,"jealousy, journey in the past, sigmund freud, time travel, heavy metal, socrates, billy the kid, school presentation, rhinoceros, phone booth, world peace, past, history, metal, best friend, napoleon bonaparte",Bill & Ted's Excellent Adventure,25.929893,Orion Pictures,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-02-17,40485039,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}]",Released,History is about to be rewritten by two guys who can't spell.,Bill & Ted's Excellent Adventure,6.7,454
10000000,"hotel, based on novel, india, ensemble cast, elderly, jaipur india, personal growth, outsourcing",The Best Exotic Marigold Hotel,21.258991,"Participant Media, Imagenation Abu Dhabi FZ","[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-11-28,136836156,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Share the journey. Share the laughter.,The Best Exotic Marigold Hotel,6.9,459
10000000,"suicide, england, fire, country house, shower, nanny, mask, boy, murder, mansion, violence, doll, burn victim, secret passageway, broken mirror, loss of a child",The Boy,38.179483,"Lakeshore Entertainment, Vertigo Entertainment, Diamond Films, Showtime Networks, STX Entertainment","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2016-01-22,64188367,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every child needs to feel loved.,The Boy,5.8,1102
10000000,"claustrophobia, trapped in an elevator",Devil,30.934688,"Universal Pictures, Media Rights Capital, Night Chronicles, Relativity Media","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-01-13,33583175,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""uk"", ""name"": ""\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439""}]",Released,Bad Things Happen For A Reason,Devil,5.8,816
10000000,"angel, wisconsin, church service, church, aftercreditsstinger, duringcreditsstinger",Dogma,14.543435,"Lions Gate, View Askew Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-11-12,30652890,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It can be Hell getting into Heaven,Dogma,6.8,823
8500000,"competition, coma, infidelity, obsession, bathing, high school, femme fatale, athlete, hospital, swimmer, swimming, troubled teen",Swimfan,4.844451,"Twentieth Century Fox Film Corporation, Greenestreet Films, Cobalt Media Group, Furthur Films, Forrest Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-09-06,34411240,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His biggest fan just became his worst nightmare.,Swimfan,5.0,70
65000000,"feral child, remake, dragon, orphan, 1980s, live action and animation",Pete's Dragon,31.974359,"Walt Disney Pictures, Walt Disney Studios Motion Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-08-10,143695338,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some secrets are too big to keep.,Pete's Dragon,6.2,679
10000000,"haunted house, sequel, twins",Sinister 2,26.090495,"Alliance Films, Blumhouse Productions, IM Global, Automatik Entertainment, Entertainment One, Tank Caterpillar, Steady Aim","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-19,52882018,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Be careful, children at play.",Sinister 2,5.4,581
10000000,"brother sister relationship, wheelchair, hypnosis, investigation, cover-up, ufo, alaska, disappearance, hospital, alien abduction, patient, psychotherapy, fake documentary, based on supposedly true story, nome alaska, faked footage, audio cassette, ancient astronaut, anchorage alaska, police fake, duringcreditsstinger",The Fourth Kind,22.888173,"Universal Pictures, Saga Film, Focus Films, Gold Circle Films, Chambara Pictures, Dead Crow Productions, Fourth Kind Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-11-06,42333295,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There are four kinds of alien encounters. The fourth kind is abduction.,The Fourth Kind,5.8,441
0,,Sugar Hill,2.580808,"Beacon Communications, Beacon Pictures, South Street Films, Ghiznoz Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-02-25,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He wanted power. He wanted revenge. Now he just wants out.,Sugar Hill,5.2,13
0,"cincinnati, woman director",Kit Kittredge: An American Girl,6.27141,"New Line Cinema, Goldsmith-Thomas Productions, Red Om Films, HBO Films, Picturehouse, Front Street Films, American Girl Brands","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-02,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Kit Kittredge, a resourceful young girl, helps her mother run a boardinghouse after her father loses his job.",Kit Kittredge: An American Girl,6.4,34
0,"mother, man-woman relation, single, matchmaking, single mother, catfishing",The Perfect Man,11.158906,Universal Pictures,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-06-17,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Is it all too good to be true?,The Perfect Man,5.5,203
10000000,concert,One Direction: This Is Us,7.944457,"Columbia Pictures, Sony Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-28,0,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A motion picture event.,One Direction: This Is Us,8.0,201
5000000,"detective, stalker, gift, bully, psychological thriller",The Gift,27.247013,"Blumhouse Productions, Blue-Tongue Films, Huayi Brothers Media, STX Entertainment, Ahimsa Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-30,58978653,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Not every gift is welcome.,The Gift,6.7,1049
10000000,"aftercreditsstinger, duringcreditsstinger",MacGruber,14.038512,Relativity Media,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-21,6110000,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,He's the ultimate tool.,MacGruber,5.1,179
10000000,"diary, romantic comedy, death of lover, spirit, death by accident, psychic, moving on",Over Her Dead Body,12.067921,"The Safran Company, Gold Circle Films, Dead Fiancée Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-01,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She's passed on... But she's not moving on.,Over Her Dead Body,5.3,145
0,"hotel, infidelity, one-night stand, friendship, swimming pool, drinking, naive, duringcreditsstinger",Cedar Rapids,10.254807,Ad Hominem Enterprises,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-02-11,6861102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Today is the first day... of the rest of his weekend.,Cedar Rapids,5.9,135
20000000,"usa, neo-nazi, prison, skinhead, brother brother relationship, rape, fascism, brother, basketball, jail, school, swastika, los angeles, family, hate, neo nazism, xenophobia, interracial friendship, nazism, prison rape",American History X,73.567232,"New Line Cinema, The Turman-Morrissey Company, Savoy Pictures","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-10-30,23875127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some Legacies Must End.,American History X,8.2,3016
0,"gang, new york city, drug overdose",Deuces Wild,0.753481,United Artists,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-03,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some lines should never be crossed.,Deuces Wild,5.5,34
10000000,"father son relationship, new love, fiancé, training, rent, jogging, marathon, wedding, pregnancy",Run Fatboy Run,14.905357,"Entertainment Films, Material Entertainment, Beech Hill Films","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2007-09-06,33000000,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love. Commitment. Responsibility. There's nothing he won't run away from.,"Run, Fatboy, Run",6.2,238
0,ayn rand,Atlas Shrugged Part II,4.725357,"Cinema Vehicle Services, Atlas 2 Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-10-12,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who is John Galt?,Atlas Shrugged Part II,5.4,41
6500000,"race politics, daughter, installer, police, fall, car crash, racism, los angeles, bigotry, social services, collision",Crash,28.223163,"Blackfriars Bridge Films, Yari Film Group, Bob Yari Productions, ApolloProScreen Filmproduktion, Bull's Eye Entertainment, DEJ Productions, Harris Company","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-01-13,98410061,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Released,You think you know who you are. You have no idea.,Crash,7.2,1149
0,,Peaceful Warrior,8.326131,Universal,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-30,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There are no ordinary moments.,Peaceful Warrior,7.3,90
10000000,"porno star, hollywood",Bucky Larson: Born to Be a Star,3.919057,"Columbia Pictures, Happy Madison Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-09,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,There Are No Small Actors. Just Small Parts.,Bucky Larson: Born to Be a Star,4.4,51
10000000,"japan, forest",The Forest,19.865989,"Lava Bear Films, AI-Film, Phantom Four Films","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-07,40055439,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everyone comes here looking for a way out,The Forest,4.8,448
10000000,"father-in-law, marriage, documentary filmmaking, hipster, middle age, documentary filmmaker, generation-x, generation-z, psychedelic drug",While We're Young,19.263477,"Scott Rudin Productions, A24","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-03,7587485,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Life Never Gets Old.,While We're Young,5.8,383
0,"secret, asylum, bed and breakfast place, past, psychopath",Spider,6.948401,"Téléfilm Canada, Capitol Films, Canadian Film or Video Production Tax Credit (CPTC), Metropolitan Films, Grosvenor Park Productions, Odeon Films, Catherine Bailey Ltd., Artists Independent Network","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-12-13,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The only thing worse than losing your mind... is finding it again.,Spider,6.4,168
10000000,"trailer park, gun, texas, deal, psychopath, sexual humiliation, money, lingerie, arson, police detective, physical abuse, neo-noir, burial, pizza shop, drugs",Killer Joe,16.436178,"Voltage pictures, Worldview Entertainment, ANA Media, Picture Perfect (I)","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-10,3665069,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Totally Deep-Fried Texas Redneck Trailer Park Murder Story.,Killer Joe,6.5,425
10000000,"independent film, duringcreditsstinger",The Joneses,14.979375,"Echo Lake Productions, Premiere Picture","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-13,7022728,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"They're not just living the American dream, they're selling it.",The Joneses,6.1,210
5000000,"hitman, political satire","War, Inc.",6.265659,,"[{""iso_3166_1"": ""BG"", ""name"": ""Bulgaria""}]",2008-04-28,1296184,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,When it comes to war... America means business,"War, Inc.",5.6,86
10000000,"suicide, suicide mission",Imaginary Heroes,2.85283,"Signature Pictures, Art Linson Productions, ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I), QI Quality International GmbH & Co. KG","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-09-14,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,People are never who they seem to be.,Imaginary Heroes,6.3,29
10000000,"male nudity, poetry, adolescence, lie, nudity, rejection, high school, independent film, teacher, vulgarity, student",World's Greatest Dad,9.805551,"Magnolia Pictures, Jerkschool Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-20,295750,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Lance Clayton is about to get everything he deserves.,World's Greatest Dad,6.5,177
0,"will to survive, killer, forced retirement, defence company, jump the shark, team building",Severance,12.898984,"Qwerty Films, Dan Films, Isle of Man Film, HanWay Films, UK Film Council, N1 European Film Produktions GmbH & Co. KG","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]",2006-05-19,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The Company Is Making Cutbacks,Severance,6.4,169
10000000,"new york, sex-shop, prostitute, sex, fortune teller, underworld, murder, prejudice, racism, violence, pawnshop, bipolar disorder",Edmond,2.803642,First Independent Pictures,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-31,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every fear hides a wish.,Edmond,6.0,50
0,independent film,The Open Road,1.388136,,[],2009-02-07,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,They've got a long way to go,The Open Road,4.8,19
0,duringcreditsstinger,Free Style,0.122874,Rigel Entertainment,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2008-12-24,140987,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's Time To Soar.,Free Style,5.8,4
0,"boat, boat accident, underwater, shark, great white shark",The Reef,7.245108,"Lightning Entertainment, Screen Australia, Screen NSW, ProdigyMovies, Mysterious Light","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2010-05-15,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,Pray That You Drown First,The Reef,5.4,130
0,"london england, indian lead, murder, matchmaking, ghost, woman director",Hai Marjawaan!,1.259968,"Studio 18, Bend It Films, Indian Film Company","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2010-05-07,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pa"", ""name"": ""\u0a2a\u0a70\u0a1c\u0a3e\u0a2c\u0a40""}]",Released,Finding the right man can be murder,It's a Wonderful Afterlife,4.3,9
10000000,"gunslinger, bounty hunter, blacksmith, duel, wild west",Gunless,3.753703,"Rhombus Media, Téléfilm Canada, The Harold Greenberg Fund, Brightlight Pictures, Alliance Films, Astral Media, Corus Entertainment, Gunless Productions","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2010-04-30,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fastest draw in the North... kinda.,Gunless,6.7,27
9500000,"comedy, cheating on partner, amusement park, summer job, carny, marijuana joint, baldness, picking one's nose, reckless driving, reconciliation, pushing a car, marijuana pipe, ticket booth, scene, raised middle finger, job seeking, leaving home, drugged cookie, duringcreditsstinger, young adult, 1980s",Adventureland,19.978021,"Miramax Films, Sidney Kimmel Entertainment, This Is That Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-04-03,17164377,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Nothing brings people together like a crappy summer job.,Adventureland,6.4,737
9500000,"london england, japan, england, assassination, helicopter, vulkan, assassin, asia, secret identity, nasa, island, russia, missile, war ship, ninja fighter, secret base, secret mission, secret organization, secret intelligence service, phantom, villain, sumo ringer, volcano, funeral, space, soldier, killer, secret service, blast",You Only Live Twice,28.675891,Eon Productions,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1967-06-12,111584787,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,You Only Live Twice...and Twice is the only way to live!,You Only Live Twice,6.5,531
12899867,"child abuse, rape, fire, sexual abuse, madrid, secret, return, solidarity, village, superstition, crime, death, ghost, abusive father",Volver,19.747809,El Deseo,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2006-03-16,85582407,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Return.,Volver,7.3,406
10000000,"writing, plagiarism, independent film, homeschooling, aftercreditsstinger, duringcreditsstinger",Gentlemen Broncos,3.193777,,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-30,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Oinus, Ainous, Anous, Odious.",Gentlemen Broncos,6.2,51
0,"1970s, human animal relationship, australia, grief, search, dog, death, mourning, based on true events, australian outback, dog missing",Red Dog,5.499412,"Screen Australia, Endymion Films, ScreenWest, Essential Entertainment, Woss Group Film Productions, The South Australian Film Corporation","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2011-08-04,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,He's Been Everywhere Mate.,Red Dog,7.1,83
11000000,"android, countdown, space marine, space suit, beheading, dystopia, biology, cowardice, spaceship, space, alien, female protagonist, outer space, parasite, h. r. giger, xenomorph",Alien,94.184658,"Twentieth Century Fox Film Corporation, Brandywine Productions","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1979-05-25,104931801,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,In space no one can hear you scream.,Alien,7.9,4470
5500000,"paris, florida, fighter pilot, sanatorium, secret organization, nuclear missile, coral reef, bahamas, scuba diving, scuba, british secret service",Thunderball,31.036,"Eon Productions, Metro-Goldwyn-Mayer (MGM)","[{""iso_3166_1"": ""BS"", ""name"": ""Bahamas""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1965-12-16,141195658,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Look up!  Look down!  Look out!,Thunderball,6.5,562
10000000,"high school, murder, slasher, horror spoof",Detention,10.424596,Detention Films,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-03-16,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Cancel Your Future,Detention,5.7,129
9000000,"single parent, bank robber, last chance, los angeles",Set It Off,6.717994,New Line Cinema,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-11-06,41590886,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's about crime. It's about payback. It's about survival.,Set It Off,6.9,66
9000000,"biography, historical figure, princess, drama, based on true story",Princess Kaiulani,0.717811,"Island Film Group, Trailblazer Films, Screen East","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-14,771499,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Her heart was torn between love and the future of Hawaii...,Princess Kaiulani,4.8,14
